job_id,job_title,date,company_name,field,country,country_code,region,coordinates,full_description
BG46,"Technician, mechanic",2025-09-11,VIVA PLAST EOOD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","Проверява ежедневно нормалното фенкциониране на машини и механично оборудване. Извършва дейности по ремонт и превантивна поддръжка в съответствие с инструкциите на машините и съоръженията. Открива, съобщава и отстранява неизправности в машините и оборудването в предприятието. Извършва настройки по инсталации и машини, преформатиране. Следи за възникването на неизправности и своевременното им отстраняване. Участва в периодичните и основни ремонти, демонтажа и монтажа на машините и съоръженията в производството. Участва в монтажа и настройката на ново оборудване, както и пускането му в редовна експлоатация."
BG47,"Worker, press for ceramic and porcelain products",2025-10-15,HAN OMURTAG AD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","Зарежда пресата с необходимия преспрах, контролира и се грижи за правилния режим на работа, състоянието, изправността и чистотата на машините."
BG48,Machine operator,2025-08-12,KEROS CERAMICS EAD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","Следи се за правилната работа на машините и производствените линии. Следи се за качеството на произвежданата продукция. Въвеждащо обучение на съответната производствена линия Плащане на бонуси, извънреден труд по график , нощен и празничен труд; Служебен транспорт в рамките на град Русе; Ваучери за храна 200 лв.над брутния доход."
BG49,"Operator, auxiliary equipment in power plant",2025-11-11,HEATING RUSE AD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","ТЕЦ - Русе въвежда нова линия за горене на биомаса. Операторите управляват и наблюдават процеса - наблюдават и поддържат контролни табла и подобно оборудване в електрически контролни центрове , зареждат линията с бали; Оборудването включва реактори, турбини, генератори и други спомагателни съоръжения в електрически централи."
BG50,"Electrical technician, industrial enterprise",2025-11-11,HEATING RUSE AD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","изпълняват технически задачи, свързани с производство, сглобяване, изграждане, експлоатация, поддържане и ремонт на електрическо оборудване, съоръжения и системи за електроснабдяване."
BG51,"Fitter, boiler equipment",2025-10-20,TPP - BOBOV DOL AD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)",1 .Участва в ремонт на един или повече възли на котелното оборудване. 2. Изпълнение на сложни и точни шлосерски работи. няма
BG52,"Worker, thermal insulation repair",2025-10-20,TPP - BOBOV DOL AD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)","1. Извършване на строително - монтажни, изолационни, пещостроителни и други ремонтни дейности. 2. Изграждане на обшивки и изолация по екраните на котелните помещения и газоходи. 3. Монтаж и демонтаж на склеле в пещна камера. няма"
BG53,"Worker, mechanical cleaning of energy facilities",2025-10-20,TPP - BOBOV DOL AD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)","1. Външно почистване на тръби, посредствомметални щеки. 2. Почистване и измиваме на котите и стълби от прах, шлака и мазут. 3. Почистване и измиване на прилежащия район на цеха. няма"
BG54,"Technician, elevator technology",2025-10-20,TPP - BOBOV DOL AD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)",1. Поддържане и ремонтиране на асансьорни уредби и повдигателни съоръжения. 2. Познаване и спазване на изискванията на наредбите за безопасна експлоатация и технически надзор на асансьори и повдигателни съоръжения. няма
BG55,Crane operator,2025-10-20,TPP - BOBOV DOL AD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)",1.Непосредствено участва в изпълнението на монтажните работи и и задачи на обекта. 2. По време на работа следи за правилното закрепване и разположение на товара. няма
BG56,"Electrician, electrical equipment",2025-10-20,TPP - BOBOV DOL AD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)","1. Изпълнява дейности по обслужване  и ремонт на електрическото оборудване в района на централата. 2. Разглобяване и сглобяване на електродвигатели, прекъсвачи, разединители, контактори, автомати и друго електрическо оборудване. 3. Прави периодично оглед на ел. таблата и пултовете за управление. няма"
BG58,Work in technical support in Sofia,2025-09-04,Recruitas AB,Other / Undefined,Bulgaria,BG,Sofia,"(None, None)","Är du redo att ta nästa steg i din karriär? Vår kund – en global ledare inom kundupplevelse – söker nu svensktalande tekniskt intresserade personer till sitt team i Sofia. Om rollen Som Teknisk Support agent hjälper du kunder att få ut det mesta av välkända teknikprodukter. Du kommer att: Hjälpa kunder via telefon, mejl och chatt Ge teknisk support och lösa problem Identifiera kundernas behov och ge rätt lösningar Bidra till en positiv kundupplevelse Tidigare erfarenhet behövs inte – du får betald utbildning. Du behöver bara kunna svenska flytande, ha goda kunskaper i engelska, samt ett intresse för teknik och kundservice. Vi erbjuder: Betald utbildning Trygg anställning med karriärmöjligheter Konkurrenskraftig lön + bonus Privat sjukförsäkring Ett internationellt arbetsklimat Personlig och professionell utveckling Över 50 förmåner och rabatter Varför jobba i Sofia? Låg levnadskostnad och hög livskvalitet Vacker natur – nära till både berg och hav Livlig kultur och ett modernt nattliv Ett expanderande technav med internationell arbetsmarknad Enkel tillgång till resor inom Europa Redo att börja ett nytt kapitel utomlands? Skicka in din ansökan idag och bli en del av ett växande tech-team i hjärtat av Europa eller skicka ett mejl till erika@recruitas.com om du har några frågor!"
BG59,"Organizer, production",2025-10-16,STEARIOS OOD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","Подготовка на материали за шприцоване според точни рецепти. Изтегляне и дозиране на бои, аромати и добавки. Прецизно хомогенизиране на материалите при определена температура. Следене за качество и спазване на стандартите в производствения процес. Поддържане на чистота и ред в работната зона. Отговорност и внимание към детайла. Умения за работа по зададени инструкции и рецепти. Способност за работа в екип."
BG60,"Machine operator, plastic products manufacturing",2025-10-24,STEARIOS OOD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","Машинен оператор на шприц машини от най ново поколение. С възможност за изпълнение както от мъже, така и от жени Основна дейност: Производство на изделия от пластмаса. Основни отговорности: Спазване на работния процес и вътрешните правила за безопастност за работа; Следене за правилната работа на машините и за наличие на необходимите материали; Зареждане и презареждане на машините; Визуален контрол."
BG61,"Service worker, industrial production",2025-10-15,Viking Life-Saving Equipment Production BG EOOD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)","•    Извършва дейности по залепване и асемблиране на полуготови спасителни салове; •    Взема участие при приготвянето на сместа за залепяне; •    Извършва дейности по лепене на камери; •    Събира и изнася на определените места отпадъци; •    Спазва изискванията за документиране на дейността спрямо фирмените стандарти; •    Контактува и координира работата с Организатор на участъка и Началник Смяна; •    Подсигурява навременно изпълнение на възложените производствени поръчки; •    Поддържа работното място чисто и подредено според изискванията на 5S; •    Докладва при липса на материали; •    Докладва при грешки и пропуски на материали, полуготови продукти и продукти; •    Изпълнява и други, конкретно възложени задачи, свързани с длъжността."
BG63,Plasterer,2025-10-03,Viking Life-Saving Equipment Production BG EOOD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)","Дейности по залепване и сглобяване на надуваеми спасителни салове за морска безопасност. Работата е динамично-натоварваща. Работно време от 07,00 до 15,30 ч."
BG67,Electromechanic,2025-08-15,D KONSEY OOD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","Извършва оперативен надзор и поддръжка на машини и съоръжения/поточна линия/ и шлосерска дейност по смяна на ролки, лагери и др. маш.части Техническа грамотност; Опит в работата с ръчни и електрически инструменти;"
BG74,"Technician, telecommunications",2025-12-04,K Kom 2020 EOOD,Other / Undefined,Bulgaria,BG,Northern and Eastern Bulgaria,"(43.2141, 27.9147)","Инсталиране и конфигуриране на телекомуникационни системи и оборудване на водещи производители: Nokia , Ericsson, Huawei, ZTE и др. - Монтаж/Демонтаж, конфигуриране на системи за захранване. - Изграждане и поддръжка на Антенно-Фидерни Системи. - Извършване на диагностика на съществуващи телекомуникационни инфраструктури. - Изграждане и поддръжка на MW линкове. - Следене на новите технологии и препоръчване на подобрения в системите и процесите. Работа на височина Предишен опит на подобна работа(swap проекти/Rollout проекти) е предимство, но не се изисква задължително. - Квалификация за работа с ел мрежи до 1000V е предимство, но не се изисква задължително."
BG75,Phone Cable/Line Technician,2025-10-20,CUBI GROUP EOOD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)",- Изграждане на нови оптични кабелни трасета; - Полагане на HDPE тръби; - Подготовка и изстрелване на кабел с кабелен джет; - Работа с ръчни и механизирани инструменти; - Спазване на технически и безопасни изисквания.
BG76,"Technician, telecommunications",2025-10-21,EL PI TEK EOOD,Other / Undefined,Bulgaria,BG,South-Western and South-Central Bulgaria,"(42.6977, 23.3219)","Инсталация на радиорелейни линии и базови станции. Работи се на височина. Работа на височина, работа с ел. мрежи до 1000 волта"
HR1,DESIGNER / DESIGNER OF CONSTRUCTION PROJECTS,2025-11-21,TUDOR PROJEKT d.o.o.,Other / Undefined,Croatia,HR,Zagreb,"(None, None)","Opis poslova: - sudjelovanje u izradi projekata konstrukcije svih razina za građevine iz portfolia poduzeća 
- samostalna izrada izračuna za jednostavnije konstrukcije 
- sudjelovanje u kompletiranju projektne dokumentacije i ostale tehničke dokumentacije 
- komunikacija sa suradnicima i poslovnim kolegama u okviru svojih zadataka 
- izrada glavnih i izvedbenih projekata za građevine (većinom visokogradnja) 
- ostali poslovi u skladu sa naravi i vrstom posla po nalogu poslodavca 
- rad u programu Scia Engineer, Autocad i ARMCad. 
Traži se poznavanje programa Scia Engineer za modeliranje konstrukcija te ARMCad za izradu armaturnih planova. Očekuje se timski rad te želja za učenjem i napredovanjem."
HR2,EXPERT FOR FORENSIC SYSTEMS AND INVESTIGATION,2025-12-01,Kriptonix j.d.o.o.,Electrical & Electronics Engineering,Croatia,HR,Zagreb,"(None, None)","R&amp;D ENGINEER - FORENSIC SYSTEMS Opis poslova: istraživačko-razvojni rad na razvoju i integraciji forenzičkih senzorskih sustava. To uključuje rad s FPGA sustavima, Hall senzorima, rotacijskom dinamikom i biomehaničkim modelima. Provodi naprednu analizu signala (Fourier, CWT, SSA), izrađuje prototipe i tehničku dokumentaciju, te sudjeluje u kripto-sigurnosnim i digitalno-forenzičkim projektima. Razvija i održava SQL bazu biomehaničkih potpisa. Rad se obavlja u punom radnom vremenu (40 sati tjedno)."
